Scenario,QueueTime
Current,1026.2539
Current,1043.4292
Current,1063.702
Current,1088.0297
Current,1122.3108
Current,1112.2143
Current,1143.6833
Current,1157.9141
Current,1183.3052
Current,1206.2289
Current,861.3519
Current,841.2404
Current,872.8706
Current,902.4551
Current,919.065
Current,937.0262
Current,951.5577
Current,976.4923
Current,1004.4878
Current,988.6072
Current,1023.6931
Current,1052.9075
Current,1078.6158
Current,1101.6149
Current,1123.0901
Current,1151.6318
Current,1166.811
Current,1186.0846
Current,1197.2642
Current,1214.6392
Current,3712.3623
Current,3726.9657
Current,3748.3498
Current,3762.2393
Current,3785.7117
Current,3775.0127
Current,3797.188
Current,3821.3869
Current,3843.8348
Current,3867.9774
Current,3900.5582
Current,3884.1952
Current,3930.3103
Current,3962.3269
Current,3944.3875
Current,3972.4451
Current,4001.2177
Current,4024.1798
Current,4048.2499
Current,4061.5173
Current,838.6314
Current,862.4641
Current,879.6482
Current,900.3166
Current,923.4383
Current,935.9395
Current,965.6946
Current,982.452
Current,1007.635
Current,1035.7715
Current,1056.5781
Current,1084.1221
Current,1096.6429
Current,1107.3032
Current,1123.9456
Current,1136.9632
Current,1159.4051
Current,1187.8029
Current,1210.6496
Current,1226.5515
Current,833.1404
Current,847.5589
Current,867.3022
Current,894.9941
Current,914.7396
Current,929.7465
Current,948.2434
Current,966.1607
Current,986.3331
Current,1042.6433
Current,1005.033
Current,1025.0805
Current,1082.1568
Current,1062.8299
Current,1106.2214
Current,1118.8093
Current,1141.457
Current,1152.9491
Current,1173.0569
Current,1201.5384
Current,1219.9898
Current,843.3319
Current,873.303
Current,861.5144
Current,891.2188
Current,937.3076
Current,916.4306
Current,956.8553
Current,978.5724
Current,995.6913
Current,1019.9612
Current,1032.5371
Current,1043.6018
Current,1067.9253
Current,1087.7188
Current,1101.2576
Current,1123.0586
Current,1136.6698
Current,1150.913
Current,1166.6562
Current,834.1668
Current,863.3723
Current,873.4895
Current,887.0794
Current,905.6382
Current,917.2275
Current,930.7046
Current,941.3294
Current,961.3749
Current,977.643
Current,999.1582
Current,1025.2819
Current,1039.8148
Current,1055.728
Current,1082.7435
Current,1126.9568
Current,1108.895
Current,1163.1749
Current,1141.2766
Current,1173.2047
Current,3738.4415
Current,3764.0611
Current,3791.0936
Current,3819.2478
Current,3839.3724
Current,3856.5576
Current,3889.1587
Current,3877.0643
Current,3903.5322
Current,3923.1951
Current,3967.6576
Current,3944.7383
Current,3996.3784
Current,4008.9504
Current,4021.196
Current,4049.8763
Current,4075.971
Current,4094.8792
Current,4119.2438
Current,4146.2372
Current,5190.1243
Current,898.5366
Current,875.2649
Current,912.1928
Current,932.9808
Current,957.3539
Current,983.6807
Current,1030.4022
Current,1006.9182
Current,1058.5109
Current,1088.9165
Current,1076.3396
Current,1116.8228
Current,1128.5425
Current,1156.2763
Current,1179.4085
Current,1194.1273
Current,1214.5212
Current,1240.8546
Current,2283.9669
Current,2307.6967
Current,885.2348
Current,897.309
Current,912.6411
Current,929.5602
Current,950.5155
Current,965.2271
Current,986.955
Current,1011.7194
Current,1040.3544
Current,1061.3368
Current,1081.8073
Current,1097.3638
Current,1126.0374
Current,1141.0217
Current,1157.6353
Current,1170.0257
Current,1190.7076
Current,1201.1575
Current,1213.3717
Current,1240.8912
Current,855.4452
Current,872.5483
Current,928.1733
Current,899.4125
Current,950.4748
Current,978.76
Current,1003.3282
Current,1020.9659
Current,1068.4048
Current,1046.3681
Current,1096.3132
Current,1120.2629
Current,1148.7759
Current,1161.6016
Current,1187.0318
Current,1213.4862
Current,1234.0597
Current,1250.1662
Current,1273.3554
Current,2307.7062
Current,878.5615
Current,891.4599
Current,907.8554
Current,937.1061
Current,966.3145
Current,992.8869
Current,1014.9799
Current,1027.3057
Current,1044.5747
Current,1073.6053
Current,1092.4168
Current,1118.7354
Current,1139.2758
Current,1157.7451
Current,1181.8745
Current,1208.9774
Current,1222.2874
Current,1238.1982
Current,1264.2809
Current,5188.7653
Current,5216.4905
Current,3796.0515
Current,3825.4126
Current,3842.3377
Current,3868.5075
Current,3916.8326
Current,3894.6077
Current,3946.7153
Current,3958.4228
Current,3983.7567
Current,3998.8401
Current,4011.2891
Current,4021.3178
Current,4036.3108
Current,4062.9811
Current,4074.9599
Current,4096.2989
Current,4124.5668
Current,4143.3209
Current,4154.7134
Current,5200.3396
Current,906.3131
Current,931.6352
Current,950.4784
Current,980.223
Current,991.2102
Current,1042.8172
Current,1018.3831
Current,1072.5696
Current,1095.717
Current,1123.5759
Current,1147.2503
Current,1174.1908
Current,1197.8797
Current,1209.7909
Current,1222.1518
Current,1243.1425
Current,1272.6549
Current,2303.9448
Current,2355.2178
Current,2326.5173
Current,927.3909
Current,938.3829
Current,952.8496
Current,974.5599
Current,1002.0188
Current,1031.778
Current,1055.3407
Current,1077.0148
Current,1087.6301
Current,1104.4493
Current,1132.6507
Current,1148.9582
Current,1173.6698
Current,1184.2704
Current,1211.139
Current,1235.8919
Current,1249.9213
Current,1260.2789
Current,2300.3473
Current,2353.8899
Current,2326.0458
Current,939.0818
Current,955.5176
Current,982.2058
Current,1002.9324
Current,1024.4947
Current,1052.2685
Current,1070.33
Current,1086.3194
Current,1101.0808
Current,1123.786
Current,1143.7443
Current,1158.209
Current,1174.268
Current,1187.8922
Current,1203.7212
Current,1219.5228
Current,1230.2119
Current,1246.8485
Current,1257.7337
Current,2302.2053
Current,896.261
Current,867.0852
Current,915.1906
Current,932.8572
Current,942.9219
Current,957.9039
Current,1001.1872
Current,983.9061
Current,1020.7957
Current,1031.928
Current,1056.2086
Current,1069.371
Current,1095.1119
Current,1111.9209
Current,1126.592
Current,1156.4108
Current,1182.2911
Current,1210.7847
Current,1232.3145
Current,1246.0856
Current,5157.4238
Current,3742.3937
Current,3770.3427
Current,3794.0807
Current,3821.0717
Current,3842.0259
Current,3867.0742
Current,3877.9133
Current,3898.9626
Current,3915.61
Current,3929.3161
Current,3950.3221
Current,3976.1843
Current,4004.7359
Current,4026.9076
Current,4043.6958
Current,4059.3902
Current,4069.9736
Current,4097.9658
Current,4118.7054
Current,863.2269
Current,850.6622
Current,880.9205
Current,935.1697
Current,908.497
Current,923.5226
Current,957.8239
Current,975.1149
Current,989.1084
Current,1057.7868
Current,1016.7708
Current,1031.3771
Current,1115.358
Current,1086.1544
Current,1074.0683
Current,1134.9423
Current,1146.9992
Current,1172.3011
Current,1183.3954
Current,1231.0886
Current,1212.0969
Current,848.6213
Current,879.2553
Current,867.5546
Current,904.3523
Current,932.7293
Current,946.505
Current,974.79
Current,990.8222
Current,1014.7073
Current,1033.992
Current,1048.7071
Current,1066.5305
Current,1083.6476
Current,1110.8423
Current,1135.7153
Current,1146.6447
Current,1167.2603
Current,1193.7256
Current,1223.5072
Current,1240.1001
Current,1266.3348
Current,851.0629
Current,863.8329
Current,885.2478
Current,911.3222
Current,897.0069
Current,933.7919
Current,958.2053
Current,944.8804
Current,982.9609
Current,1023.0234
Current,993.7928
Current,1046.3524
Current,1065.7781
Current,1094.128
Current,1116.3773
Current,1134.8904
Current,1155.436
Current,1169.1139
Current,1185.2968
Current,1213.209
Current,1235.7135
Current,833.0061
Current,849.4564
Current,864.8098
Current,887.9138
Current,912.0648
Current,938.5125
Current,954.7052
Current,980.6995
Current,994.9407
Current,1020.8726
Current,1033.8503
Current,1051.5881
Current,1113.4665
Current,1093.742
Current,1078.6171
Current,1141.4063
Current,1164.5794
Current,1180.059
Current,1209.5527
Current,1235.436
Current,5159.4215
Current,3744.4673
Current,3769.4232
Current,3781.5277
Current,3804.5885
Current,3819.9424
Current,3836.5753
Current,3864.9235
Current,3894.724
Current,3912.5383
Current,3931.0402
Current,3972.3982
Current,3945.3784
Current,3992.868
Current,4033.3217
Current,4008.5181
Current,4063.1439
Current,4084.2827
Current,4107.9513
Current,4133.1453
Current,5171.0784
Current,875.3073
Current,899.7782
Current,929.3044
Current,947.9812
Current,970.3412
Current,998.5671
Current,1027.3625
Current,1050.1484
Current,1078.3353
Current,1094.4259
Current,1117.8169
Current,1138.0471
Current,1156.3152
Current,1179.7468
Current,1197.7007
Current,1225.9532
Current,1249.9611
Current,2298.1836
Current,2320.2962
Current,2349.0952
Current,939.3722
Current,953.6763
Current,979.2121
Current,1034.5595
Current,996.7437
Current,1010.3633
Current,1066.9084
Current,1055.2978
Current,1088.0318
Current,1121.2578
Current,1109.1784
Current,1149.6906
Current,1171.3454
Current,1196.4519
Current,1210.8414
Current,1247.9883
Current,1223.3568
Current,1260.308
Current,2322.6826
Current,2309.9708
Current,2346.4119
Current,924.3783
Current,909.1237
Current,941.3248
Current,988.8982
Current,960.6326
Current,1010.9182
Current,1027.5754
Current,1056.9464
Current,1083.5265
Current,1109.3571
Current,1127.4886
Current,1142.4893
Current,1159.2707
Current,1180.1796
Current,1203.1053
Current,1214.3053
Current,1239.2985
Current,2287.714
Current,2312.267
Current,2331.3514
Current,2350.8934
Current,920.8635
Current,934.4921
Current,954.8501
Current,981.9391
Current,992.7898
Current,1021.4494
Current,1041.4626
Current,1071.3368
Current,1088.7221
Current,1103.3892
Current,1131.5777
Current,1150.3407
Current,1178.8536
Current,1195.6808
Current,1212.8072
Current,1234.5868
Current,1247.9986
Current,5169.3178
Current,5183.4831
Current,5196.2998
Current,3777.5593
Current,3798.1286
Current,3814.8319
Current,3825.0405
Current,3844.3727
Current,3869.4472
Current,3889.5211
Current,3909.3761
Current,3923.7812
Current,3952.7794
Current,3967.0469
Current,3989.63
Current,4010.9109
Current,4043.0716
Current,4032.6319
Current,4053.5069
Current,4070.0021
Current,4092.5389
Current,4115.6801
Current,5157.2508
Current,5170.1195
Current,878.296
Current,925.9707
Current,897.5043
Current,945.2375
Current,1002.366
Current,973.1151
Current,1062.37
Current,1021.4739
Current,1046.7745
Current,1085.0456
Current,1115.3075
Current,1100.901
Current,1129.5032
Current,1163.3576
Current,1141.6846
Current,1177.1003
Current,1193.2635
Current,1211.93
Current,1240.338
