TotalTime,QCSI,CSI,QDataInput,DataInput,Qlab,Lab,QSamPrep,SamPrep,Qextraction,Extraction,Qvalidation,Validation,QID,ID
6761.968758,969.667503,67.591316,282.521229,60,0,105.713064,964.855416,23.30495,286.12657,2880,1118.61654,1.85363,0.3033,1.41524
6729.555749,962.167717,57.825325,265.448647,60,0,105.713064,988.160366,19.798956,266.327614,2880,1120.47017,1.24494,0.4736,1.92535
6720.048565,958.18832,60.972158,255.640567,60,0,105.713064,1007.959322,25.500252,240.827362,2880,1121.71511,1.47525,0.9237,1.13346
6550.341835,821.426166,55.055404,227.465825,60,0,105.713064,1033.459574,13.50777,227.319592,2880,1123.19036,1.10223,0.95493,1.14692
6320.456213,606.860416,59.971145,205.477502,60,0,105.713064,1046.967344,12.774209,214.545383,2880,1124.29259,1.3977,0.70415,1.75271
6281.112159,576.230112,67.380863,188.259704,60,0,105.713064,1059.741553,18.86879,195.676593,2880,1125.69029,1.84519,0.61167,1.09433
6271.768059,593.342904,52.221127,175.244698,60,0,105.713064,1078.610343,11.244452,184.432141,2880,1127.53548,1.01974,0.68626,1.71785
6221.127657,563.269475,58.038461,147.439041,60,0,105.713064,1089.854795,13.090646,171.341495,2880,1128.55522,1.25846,1.14565,1.42135
6111.482381,469.678457,70.136472,118.123232,60,0,105.713064,1102.945441,19.43155,151.909945,2880,1129.81368,1.93693,0.63007,1.16354
6076.331069,445.818151,58.304164,116.940534,60,0,105.713064,1122.376991,28.038269,123.871676,2880,1131.75061,1.27583,0.51778,1.724
6012.448999,408.088878,62.259011,85.18003,60,0,105.713064,1150.41526,17.34558,106.526096,2880,1133.02644,1.56711,0.67467,1.65286
5766.50019,188.817818,62.370525,55.752707,60,0,105.713064,1196.825022,27.63478,49.827134,2880,1136.16821,1.45634,0.87234,1.06225
5754.245773,178.808349,60.72159,56.218944,60,0,105.713064,1167.76084,29.064182,77.461914,2880,1134.59355,1.57466,0.75287,1.57581
5680.374184,134.137994,65.818824,19.361206,60,0,105.713064,1224.459802,15.712654,34.11448,2880,1137.62455,1.77522,0.15937,1.49702
11379.38576,160.389074,1083.146498,413.072446,60,0,120.99357,3719.00643,13.911,2926.089,2880,0,1.62532,0,1.15242
11270.54226,49.810431,1089.565922,406.186785,60,0,120.99357,3732.91743,27.37045,2898.71855,2880,1.62532,1.92125,0,1.43255
11149.37553,1003.043264,64.612868,355.387131,60,0,120.99357,3760.28788,19.12063,2879.59792,2880,3.54657,1.71229,0,1.07341
11123.01396,980.93405,68.734664,344.337782,60,0,120.99357,3779.40851,25.70744,2853.89048,2880,5.25886,1.89532,0,1.85328
10654.97143,518.025424,62.09074,344.096045,60,0,120.99357,3805.11595,10.67735,2843.21313,2880,7.15418,1.5556,0.29768,1.75176
10613.10438,524.248955,67.783033,287.604098,60,0,120.99357,3840.78189,15.26428,2802.96026,2880,10.57089,1.05195,0.23262,1.61283
10553.58322,477.389981,53.603848,290.733934,60,0,120.99357,3815.7933,24.98859,2818.22454,2880,8.70978,1.86111,0.18833,1.09624
10546.90685,468.258866,66.059941,278.036104,60,0,120.99357,3856.04617,22.29596,2780.6643,2880,11.62284,1.78687,0.05858,1.08365
10433.801,404.337125,70.082393,220.651541,60,0,120.99357,3889.34074,23.62498,2746.04071,2880,15.34522,1.15183,0.56157,1.67132
10309.84826,285.185543,56.160882,231.443216,60,0,120.99357,3878.34213,10.99861,2769.66569,2880,13.40971,1.93551,0,1.7134
10130.8307,112.153402,59.523084,218.51302,60,0,120.99357,3912.96572,24.28028,2721.76043,2880,16.49705,1.36276,0.87013,1.91125
10043.80687,70.086982,55.783736,175.65948,60,0,120.99357,3937.246,19.96402,2701.79641,2880,17.85981,1.1338,1.64758,1.63548
9984.059606,19.638715,56.498829,164.152712,60,0,120.99357,3957.21002,29.36927,2672.42714,2880,18.99361,1.16894,2.11412,1.49268
9846.236132,0,61.083115,40.106737,60,0,120.99357,3986.57929,21.07923,2651.34791,2880,20.16255,1.48352,2.12328,1.27693
9815.774264,0,57.045028,12.155756,60,0,120.99357,4007.65852,16.80237,2634.54554,2880,21.64607,1.19853,2.20168,1.5272
9722.996698,3871.904648,71.73805,348.26195,60,0,117.31565,876.16363,29.9734,1436.54732,2880,26.33134,1.31126,2.23012,1.21933
9716.206817,3866.334097,61.51542,358.48458,60,0,117.31565,857.74344,18.42019,1466.52072,2880,24.81623,1.51511,2.10668,1.4347
9647.243297,3798.805277,58.82129,361.17871,60,0,117.31565,842.68435,15.05909,1484.94091,2880,22.8446,1.97163,1.75725,1.86454
9404.365395,3610.448685,59.73769,301.44102,60,0,117.31565,906.13703,18.27973,1418.26759,2880,27.6426,1.37929,2.07016,1.64595
9371.600486,3578.660286,68.12101,290.36357,60,0,117.31565,924.41676,21.52148,1396.74611,2880,29.02189,1.87381,1.8423,1.71762
9314.588344,3530.746194,71.05018,277.21177,60,0,117.31565,945.93824,16.32459,1380.42152,2880,30.8957,1.9584,1.60152,1.12458
9281.185176,3542.733206,68.6252,232.81582,60,0,117.31565,962.26283,18.53206,1361.88946,2880,32.8541,1.89163,0.83447,1.43075
9173.906424,3444.820284,62.93067,227.4329,60,0,117.31565,980.79489,11.62718,1350.26228,2880,34.74573,1.61155,0.65367,1.71162
9079.872129,3362.857749,57.75969,219.45208,60,0,117.31565,992.42207,17.88507,1332.37721,2880,36.35728,1.24085,1.12444,1.08004
9000.772363,3327.090983,62.61297,170.20285,60,0,117.31565,1010.30714,10.55176,1321.82545,2880,37.59813,1.59083,0.61365,1.06295
8963.652332,3293.613412,68.36978,159.06312,60,0,117.31565,1020.8589,13.10055,1308.7249,2880,39.18896,1.88277,0,1.53429
8960.407027,3296.768177,69.73219,149.71989,60,0,117.31565,1033.95945,28.56663,1280.15827,2880,41.07173,1.926,0,1.18904
8953.046394,3336.396954,63.97972,106.22313,60,0,117.31565,1062.52608,17.73511,1262.42316,2880,42.99773,1.67615,0,1.77271
8894.554912,3287.456682,60.36917,98.69395,60,0,117.31565,1080.26119,18.9058,1243.51736,2880,44.67388,1.42917,0.34354,1.58852
8671.03994,3072.14083,55.41454,94.30535,60,0,117.31565,1099.16699,27.08916,1216.4282,2880,46.10305,1.11727,0.81479,1.14411
8472.855497,2914.316457,72.2239,33.99923,60,0,117.31565,1139.35376,20.81048,1182.52011,2880,49.19977,1.6832,0,1.43294
7993.195178,2443.799088,64.10061,34.59334,60,0,117.31565,1126.25615,13.09761,1203.33059,2880,47.22032,1.97945,0,1.50237
7993.30505,2445.05873,67.21617,27.08918,60,0,117.31565,1160.16424,13.78718,1168.73293,2880,50.88297,1.83844,0,1.21956
7924.180796,2434.198336,1080.09098,394.50236,60,0,118.5604,841.4396,26.03038,33.96962,2880,52.72141,1.40725,0,1.26046
7916.015222,2424.921942,1081.55419,392.44504,60,0,118.5604,867.46998,25.53414,8.43548,2880,54.12866,1.5179,0,1.44749
11950.11899,2200.097895,1076.4915,390.59768,60,0,118.5604,893.00412,26.93802,3221.49746,2880,1080,1.16856,0,1.76335
11943.62202,3260.637794,72.52996,321.9724,60,0,118.5604,963.99362,20.54545,3156.90053,2880,1084.64344,1.54761,0.66612,1.6247
11638.55436,2961.120843,61.18627,331.25877,60,0,118.5604,919.94214,20.61429,3200.88317,2880,1081.16856,1.98373,0,1.83619
11605.40597,2927.951116,61.97514,328.62254,60,0,118.5604,940.55643,23.43719,3177.44598,2880,1083.15229,1.49115,0.34504,1.86869
11374.78777,2753.163713,61.09762,270.16115,60,0,118.5604,984.53907,19.9864,3136.91413,2880,1086.19105,1.48459,0.80623,1.88342
11277.03683,2655.571795,72.42482,256.19772,60,0,118.5604,1030.86828,27.14938,3083.42194,2880,1089.65796,1.48132,0.60143,1.10178
11137.8934,2524.180287,61.05356,260.91884,60,0,118.5604,1004.52547,26.34281,3110.57132,2880,1087.67564,1.98232,0.70733,1.37542
11051.55594,2486.863361,51.66584,218.49531,60,0,118.5604,1058.01766,17.63819,3065.78375,2880,1091.13928,1.0111,0.69211,1.68894
10997.64082,2438.461955,73.92992,186.98892,60,0,118.5604,1089.68287,19.02006,3032.73667,2880,1094.14733,1.67769,0.47432,1.96068
10966.014,2413.516938,64.00601,192.19171,60,0,118.5604,1075.65585,14.02702,3051.75673,2880,1092.15038,1.99695,0.3841,1.76791
10788.60533,2270.274227,60.2798,158.21551,60,0,118.5604,1108.70293,20.85584,3011.88083,2880,1095.82502,1.42217,1.01283,1.57577
10545.22517,2051.73339,51.92613,140.26558,60,0,118.5604,1129.55877,27.51755,2984.36328,2880,1097.24719,1.01484,1.57376,1.46428
10431.63896,1942.34347,60.13259,126.85633,60,0,118.5604,1157.07632,18.88938,2965.4739,2880,1098.26203,1.41056,1.62748,1.0065
10340.43722,1878.27724,57.20481,101.0107,60,0,118.5604,1175.9657,24.31219,2941.16171,2880,1099.67259,1.20764,1.42634,1.6379
10316.95879,1870.9914,66.73567,73.52991,60,0,118.5604,1200.27789,10.48004,2930.68167,2880,1100.88023,1.81787,1.24637,1.75734
10307.30381,1873.52625,69.05053,57.8058,60,0,118.5604,1210.75793,22.76465,2907.91702,2880,1102.6981,1.90561,1.0981,1.21942
10305.68994,1896.38879,59.20589,41.80481,60,0,118.5604,1233.52258,27.29858,2880.61844,2880,1104.60371,1.33899,0.97853,1.36922
10003.88153,1620.92133,66.08672,7.44319,60,0,118.5604,1260.82116,1049.94139,1830.67705,2880,1105.9427,1.78814,0.55961,1.13984
9999.13828,1630.42916,57.73358,0.07222,60,0,118.5604,2310.76255,10.11627,1820.56078,2880,1107.73084,1.23924,0.46021,1.47303
9994.27804,1639.91863,1085.17093,396.63388,60,0,110.63899,888.80023,26.26805,1794.29273,2880,1108.97008,1.74237,0.19087,1.65128
9509.34769,1186.07839,1087.53055,359.91264,60,0,110.63899,925.85057,13.9708,1769.53964,2880,1112.56367,1.38491,0.52696,1.35057
9502.69341,1188.14565,1079.80965,360.26257,60,0,110.63899,915.06828,10.78229,1783.51044,2880,1110.71245,1.85122,0,1.91187
9465.44276,2191.06332,59.60594,337.02794,60,0,110.63899,939.82137,27.20426,1742.33538,2880,1113.94858,1.3691,0.50843,1.91945
9463.23085,2223.84917,71.15171,289.11086,60,0,110.63899,967.02563,15.84648,1726.4889,2880,1115.31768,1.96051,0.46737,1.37355
9371.38937,2130.61241,72.28599,287.62665,60,0,110.63899,982.87211,16.53476,1709.95414,2880,1117.27819,1.98036,0,1.60577
9307.45749,2088.17307,56.97425,280.05369,60,0,110.63899,999.40687,17.87457,1692.07957,2880,1119.25855,1.19456,0.41121,1.39216
9295.87125,2122.72009,54.88593,234.22493,60,0,110.63899,1017.28144,11.62949,1680.45008,2880,1120.45311,1.09549,0.70788,1.78382
9165.80384,1992.1801,58.29653,229.33012,60,0,110.63899,1028.91093,28.50057,1651.94951,2880,1121.5486,1.27533,1.21637,1.95679
9148.55051,1980.7733,60.36301,219.69068,60,0,110.63899,1057.4115,22.42536,1629.52415,2880,1122.82393,1.42869,1.74447,1.72643
9051.55507,1928.10141,55.17557,179.04936,60,0,110.63899,1079.83686,10.33063,1619.19352,2880,1124.25262,1.10714,2.36376,1.50521
9035.60226,1915.7092,61.47333,167.85679,60,0,110.63899,1090.16749,18.43682,1600.7567,2880,1125.35976,1.51208,2.35689,1.33421
8842.30308,1730.2321,55.51607,164.17461,60,0,110.63899,1108.60431,12.73097,1588.02573,2880,1126.87184,1.12171,2.56939,1.81736
8621.28194,1548.36697,70.81698,108.23238,60,0,110.63899,1121.33528,12.33916,1575.68657,2880,1127.99355,1.95334,2.43341,1.48531
8594.84944,1531.98187,62.33289,105.5239,60,0,110.63899,1133.67444,12.67352,1563.01305,2880,1129.94689,1.57212,2.3466,1.14517
8589.6209,1528.84654,70.06997,94.10464,60,0,110.63899,1146.34796,18.84488,1544.16817,2880,1131.51901,1.93518,1.55659,1.58897
8560.42663,1554.09272,56.64686,51.58552,60,0,110.63899,1165.19284,22.36036,1521.80781,2880,1133.45419,1.17672,1.96884,1.50178
8419.80198,1414.53743,56.46141,49.06249,60,0,110.63899,1187.5532,19.03705,1502.77076,2880,1134.63091,1.167,2.30362,1.63912
8404.64703,1408.83526,61.85753,32.24711,60,0,110.63899,1206.59025,21.94496,1480.8258,2880,1135.79791,1.5394,2.40334,1.96648
8317.199,1361.98182,1078.61398,412.97154,60,0,106.22172,853.77828,19.24878,400.75122,2880,1137.33731,1.29681,3.07301,1.92453
8164.12315,1210.26556,1085.55647,403.50602,60,0,106.22172,873.02706,10.2969,390.45432,2880,1138.63412,1.76218,3.23536,1.16344
8024.06534,1085.96205,1085.08893,387.15818,60,0,106.22172,883.32396,26.72285,363.73147,2880,1140.3963,1.73806,2.66074,1.06108
7933.82028,2053.37638,59.96952,353.00202,60,0,106.22172,910.04681,12.47953,351.25194,2880,1142.13436,1.39756,2.32426,1.61618
7821.93181,1949.22231,61.62473,341.88129,60,0,106.22172,922.52634,12.89856,338.35338,2880,1143.53192,1.52294,2.4175,1.73112
7755.31306,1897.67276,56.59409,330.56409,60,0,106.22172,935.4249,25.67652,312.67686,2880,1145.05486,1.17393,2.97469,1.27864
7734.95714,1909.96461,57.49197,295.51005,60,0,106.22172,961.10142,10.50502,302.17184,2880,1146.22879,1.22452,3.02881,1.50839
7712.75951,1897.3787,54.49858,287.38271,60,0,106.22172,971.60644,21.96303,280.20881,2880,1147.45331,1.08095,3.45625,1.50901
7698.00437,1891.96506,65.44845,265.11564,60,0,106.22172,993.56947,13.94094,266.26787,2880,1148.53426,1.75671,3.20855,1.9757
7479.23715,1706.35317,57.66021,237.84984,60,0,106.22172,1007.51041,22.82172,243.44615,2880,1150.29097,1.23472,3.94953,1.89871
7325.81418,1559.98709,52.55478,234.82793,60,0,106.22172,1030.33213,14.94032,228.50583,2880,1151.52569,1.02611,4.82213,1.07045
7215.19213,1470.62632,65.66435,199.45129,60,0,106.22172,1045.27245,12.90094,215.60489,2880,1152.5518,1.76759,4.12499,1.00579
7159.31608,1440.23461,61.8025,176.04734,60,0,106.22172,1058.17339,28.51187,187.09302,2880,1154.31939,1.53553,3.59525,1.78146
7121.42459,1403.37988,63.02619,171.80174,60,0,106.22172,1086.68526,15.45416,171.63886,2880,1155.85492,1.61768,3.75903,1.98515
6987.04082,1303.34066,56.87163,142.57966,60,0,106.22172,1102.13942,18.84707,152.79179,2880,1157.4726,1.18887,4.55531,1.03209
6899.49731,1236.1507,67.25059,108.79675,60,0,106.22172,1146.42116,22.56729,104.78983,2880,1160.50133,1.28176,4.13281,1.38337
6825.52249,1167.80485,58.39292,113.40882,60,0,106.22172,1120.98649,25.43467,127.35712,2880,1158.66147,1.83986,3.74754,1.66703
6725.51846,1094.01485,65.07091,77.50875,60,0,106.22172,1168.98845,14.59876,90.19107,2880,1161.78309,1.73711,3.77907,1.62468
6724.01432,1120.54542,53.41898,59.98984,60,0,106.22172,1183.58721,18.57538,71.61569,2880,1163.5202,1.04675,4.357,1.13613
6721.68905,1121.32859,52.72332,56.07343,60,0,106.22172,1202.16259,22.4428,49.17289,2880,1164.56695,1.02967,4.46346,1.50363
6712.40408,1142.26258,64.68426,12.82449,60,0,106.22172,1224.60539,11.13979,38.0331,2880,1165.59662,1.71623,4.25086,1.06904
6564.49444,1010.70089,57.96127,2.02857,60,0,106.22172,1235.74518,13.61662,24.41648,2880,1167.31285,1.25353,4.06637,1.17096
12154.15845,934.67072,1090.03963,406.0338,60,0,107.16198,3732.83802,26.92202,2913.07798,2880,0,1.93439,0,1.47991
11996.78494,816.74529,1089.52645,363.29804,60,0,107.16198,3772.62512,18.70842,2881.50448,2880,3.85449,1.05396,0.34248,1.96423
11879.19056,711.91106,1073.67284,368.35573,60,0,107.16198,3759.76004,12.86508,2900.2129,2880,1.93439,1.9201,0,1.39644
11642.78901,1507.92993,61.16955,344.86425,60,0,107.16198,3791.33354,28.8044,2852.70008,2880,4.90845,1.48992,0.81679,1.61012
11409.23545,1310.52464,60.71186,307.64387,60,0,107.16198,3820.13794,29.87715,2822.82293,2880,6.39837,1.4556,0.97131,1.5298
11358.45239,1263.69251,57.50715,305.79089,60,0,107.16198,3850.01509,24.18659,2798.63634,2880,7.85397,1.22543,1.27568,1.10676
10931.47083,853.37212,54.78371,290.08054,60,0,107.16198,3874.20168,25.36937,2773.26697,2880,9.0794,1.09153,1.29091,1.77262
10887.26279,842.69956,58.74461,248.89926,60,0,107.16198,3928.56867,28.39074,2715.87861,2880,11.4768,1.04196,2.41227,1.98833
10582.93307,542.21115,53.23886,252.55203,60,0,107.16198,3899.57105,28.99762,2744.26935,2880,10.17093,1.30587,1.75766,1.69657
10540.06756,511.51822,61.60032,228.48022,60,0,107.16198,3956.95941,20.01945,2695.85916,2880,12.51876,1.5212,2.8794,1.54944
10317.83498,323.32886,61.94341,190.60862,60,0,107.16198,3995.47382,12.61527,2664.74893,2880,15.58536,1.22673,3.48563,1.65637
10270.55665,281.35967,57.52881,191.37045,60,0,107.16198,3976.97886,18.49496,2677.3642,2880,14.03996,1.5454,2.88344,1.82892
10229.07218,257.13959,66.03594,162.44428,60,0,107.16198,4008.08909,17.34595,2647.40298,2880,16.81209,1.78573,3.35627,1.49828
10207.30759,271.23419,59.30756,132.06289,60,0,107.16198,4025.43504,23.71987,2623.68311,2880,18.59782,1.34652,3.50803,1.25058
9821.4777,0,57.91417,17.78569,60,0,107.16198,4049.15491,14.56822,2609.11489,2880,19.94434,1.25054,3.50807,1.07489
9808.3886,0,3968.13714,412.96882,60,0,129.88435,830.11565,15.58349,1484.41651,2880,21.19488,1.8744,2.70856,1.5048
9569.36238,3719.50011,65.94895,354.05105,60,0,129.88435,864.62616,13.97766,1451.51183,2880,24.85082,1.85025,1.99953,1.16167
9545.48875,3693.80885,67.50634,352.49366,60,0,129.88435,878.60382,20.88102,1430.63081,2880,26.70107,1.07885,2.08235,1.81763
9522.9976,3681.32818,54.43975,358.52907,60,0,129.88435,845.69914,18.92702,1465.48949,2880,23.06928,1.78154,2.43182,1.41796
9483.89861,3690.01028,73.91393,284.61514,60,0,129.88435,930.62955,23.31603,1376.17007,2880,31.23817,1.40296,1.46604,1.25209
9466.03695,3679.03098,60.78819,293.26286,60,0,129.88435,899.48484,18.57545,1412.05536,2880,27.77992,1.99685,1.90313,1.27502
9453.61193,3667.0111,60.03706,292.4566,60,0,129.88435,918.06029,12.56926,1399.4861,2880,29.77677,1.4614,1.71675,1.15225
9437.5296,3707.52814,64.16026,229.1026,60,0,129.88435,953.94558,11.78283,1364.38724,2880,32.64113,1.68667,1.03146,1.37934
9278.20221,3547.30221,63.43115,229.02545,60,0,129.88435,965.72841,27.00532,1337.38192,2880,34.3278,1.6431,0.7677,1.7048
9165.43713,3440.60502,63.65905,220.95609,60,0,129.88435,992.73373,28.67852,1308.7034,2880,35.9709,1.65702,0.81548,1.77357
8930.82556,3256.77791,67.41661,161.68599,60,0,129.88435,1056.01892,22.21358,1251.88315,2880,40.9253,1.28056,1.56106,1.17813
8831.01539,3160.22121,60.64821,168.37724,60,0,129.88435,1021.41225,15.43898,1293.26442,2880,37.62792,1.84665,0.7424,1.55176
8805.72097,3140.99796,58.37497,162.58112,60,0,129.88435,1036.85123,19.16769,1274.09673,2880,39.47457,1.45073,0.84343,1.99819
8771.2655,3156.02582,59.6727,108.70454,60,0,129.88435,1078.2325,18.30768,1233.57547,2880,42.20586,1.37425,1.36494,1.91739
8687.06251,3074.46362,58.71769,103.86343,60,0,129.88435,1118.90409,21.88713,1189.32443,2880,44.8841,1.20202,2.34216,1.58949
8660.02978,3049.91551,57.10667,104.57932,60,0,129.88435,1096.54018,22.36391,1211.21156,2880,43.58011,1.30399,1.97834,1.56584
8553.63098,2991.75373,68.92895,39.77559,60,0,129.88435,1168.0724,15.97773,1146.06552,2880,47.98783,1.51366,2.4848,1.18642
8449.31776,2892.75215,61.49519,43.08413,60,0,129.88435,1140.79122,27.28118,1162.04325,2880,46.08612,1.90171,2.02994,1.96852
8303.31495,2745.04534,64.73639,39.12704,60,0,129.88435,1184.05013,27.27677,1118.78875,2880,49.50149,1.71908,1.95214,1.23347
8267.76375,2767.96584,1083.01189,400.07224,60,0,125.54249,858.23385,15.91017,20.31349,2880,52.83733,1.41683,1.37858,1.08104
8267.42147,2769.38406,1080.21187,399.56372,60,0,125.54249,874.14402,17.83081,2.48268,2880,54.25416,1.02189,1.43773,1.54804
8014.77849,2520.01871,1072.33934,406.7877,60,0,125.54249,834.45751,23.77634,36.22366,2880,51.22057,1.61676,1.56885,1.22656
12269.69082,3579.49945,62.03059,344.75711,60,0,125.54249,891.97483,24.04752,3218.43516,2880,1080,1.55145,0,1.85222
12217.39027,3532.46362,59.6713,340.40094,60,0,125.54249,916.02235,14.98091,3203.45425,2880,1081.55145,1.37414,0.47808,1.45074
12063.60284,3377.94498,68.28512,331.2786,60,0,125.54249,931.00326,17.80827,3185.64598,2880,1082.92559,1.87976,0.04906,1.23973
12025.83112,3393.52065,57.21097,287.54614,60,0,125.54249,948.81153,22.30287,3163.34311,2880,1084.80535,1.20799,0.0808,1.45922
12015.07688,3385.48226,58.59151,281.80943,60,0,125.54249,971.1144,29.34311,3134,2880,1086.01334,1.29526,0.24476,1.64032
11449.30028,2827.05813,60.50722,270.77138,60,0,125.54249,1000.45751,16.27219,3117.72781,2880,1087.3086,1.43989,0.44519,1.76987
11352.11707,2771.78984,59.26796,228.27818,60,0,125.54249,1016.7297,19.01471,3098.7131,2880,1088.74849,1.34358,0.87148,1.81754
11153.77153,2577.47761,57.23117,224.57826,60,0,125.54249,1035.74441,25.50324,3073.20986,2880,1090.09207,1.20916,1.47986,1.7034
11008.65225,2441.538,65.23321,205.53817,60,0,125.54249,1061.24765,28.27573,3044.93413,2880,1091.30123,1.74563,1.43763,1.85838
10966.22171,2439.64605,54.6182,173.65998,60,0,125.54249,1089.52338,11.03815,3033.89598,2880,1093.04686,1.08531,2.2107,1.95461
10882.20503,2357.57385,59.91209,164.66617,60,0,125.54249,1100.56153,20.60514,3013.29084,2880,1094.13217,1.39299,2.77232,1.75544
10787.22875,2280.46409,67.26129,138.27688,60,0,125.54249,1121.16667,28.48888,2984.80196,2880,1095.52516,1.8403,2.68746,1.17357
10761.53519,2284.98606,56.78023,116.87975,60,0,125.54249,1149.65555,19.52357,2965.27839,2880,1097.36546,1.18389,2.67714,1.66266
