URN,QCSI,QDataInput,QSamPrep,Qextraction,Qvalidation
953,3873.28437,173.21021,1043.37801,205.65028,1154.0223
954,3789.9994,164.91966,1066.07462,194.19151,1155.8641
955,3782.23041,159.60736,1077.53339,170.49296,1157.1462
956,3509.33377,113.2901,1101.23194,149.53962,1158.6423
957,3230.81143,109.66545,1122.18528,127.47695,1160.036
958,3115.8241,97.8086,1144.24795,107.91269,1161.1464
959,3002.10823,50.66397,1163.81221,87.17421,1162.6817
960,2976.49025,49.36584,1184.55069,57.77507,1164.2734
961,2986.98976,45.166,1213.94983,33.83475,1165.6971
962,2996.01737,397.38044,3747.27222,2889.2547,1.9921
963,2918.27839,409.44567,3722.98662,2915.7144,0
964,2574.0169,396.98884,3773.73192,2873.4303,3.3858
965,3492.38201,343.66707,3789.55632,2852.0369,5.2616
966,3320.93354,336.01617,3810.94972,2832.7018,7.0349
967,3265.00183,332.72211,3830.28482,2806.3098,8.5391
968,3271.3057,288.0963,3856.67682,2778.5928,10.2319
969,2821.03782,281.97807,3884.39382,2752.5379,11.356
970,2592.23509,269.05216,3910.44872,2723.6874,12.4212
971,2601.8459,232.38697,3939.29922,2697.6057,14.0789
972,2561.53813,218.0471,3965.38092,2685.5051,15.2093
973,2435.02669,205.16876,3977.48152,2661.0018,16.8826
974,2347.19814,174.47935,4001.98482,2642.9787,18.553
975,2193.13595,159.88035,4020.00792,2614.9937,19.8031
976,2094.03993,134.90927,4047.99292,2596.2425,21.0699
977,2022.20423,113.20142,4066.74412,2568.1477,23.01
978,2007.62822,95.46973,4094.83892,2557.1356,24.5079
979,2031.30391,75.92155,4105.85102,2532.3485,26.2088
980,2026.0868,53.2127,4130.63812,1486.8055,27.532
981,1874.70817,33.95915,5176.18112,1473.3647,28.9311
982,1824.91087,13.63508,5189.62192,1451.2839,30.4458
983,1563.60185,412.5067,891.4764,1432.4495,32.0148
984,1526.22485,394.0915,910.3108,1418.0898,33.4699
985,1000.83267,362.0825,924.6705,1402.3725,34.8594
986,4838.68339,349.7887,940.3878,1391.4795,36.8277
987,4547.78109,330.2367,951.2808,1369.1115,38.4255
988,4549.80181,306.3864,973.6488,1358.1008,40.0942
989,4483.81529,286.2889,984.6595,1336.1071,41.224
990,4452.12186,259.0357,1006.6532,1318.1992,42.8713
991,4317.31683,241.3297,1024.5611,1299.9545,44.8329
992,4251.46494,221.2072,1042.8058,1272.3662,46.5692
993,4148.41791,202.5493,1070.3941,1255.5977,48.3069
994,4104.79411,178.0599,1087.1626,1234.7886,49.4752
995,4066.43443,156.3866,1107.9717,1208.954,51.1082
996,4068.32549,143.8684,1133.8063,1198.2509,52.8319
997,4090.76542,116.4733,1144.5094,1181.3507,54.1334
998,4055.19109,103.0138,1161.4096,1163.4439,55.6536
999,4012.89036,71.1306,1179.3164,1141.6625,56.6991
1000,4036.72273,57.8121,1201.0978,1117.625,58.6854
1001,3704.54169,43.6241,1225.1353,1099.5059,59.9855
1002,3735.21006,10.2307,1243.2544,50.0559,61.3382
1003,3745.32722,412.5819,856.2539,39.7424,62.808
1004,3693.39557,394.1405,866.5674,21.0909,64.5535
1005,3725.52875,365.0796,885.2189,0.781,66.4723
1006,4740.45038,346.658,905.5288,3227.9945,1080
1007,4641.54777,331.3618,918.3153,3205.2003,1081.7803
1008,4593.31771,311.2909,941.1095,3175.7199,1083.382
1009,4576.89895,286.463,970.5899,3151.9695,1084.4395
1010,4459.43358,269.6454,994.3403,3139.6617,1085.8549
1011,4434.78394,248.5802,1006.6481,3128.4655,1087.3844
1012,4200.76328,232.077,1017.8443,3107.0036,1088.9817
1013,4181.91222,205.5689,1039.3062,3093.5087,1090.0586
1014,4118.98976,187.2168,1052.8011,3083.3913,1091.7404
1015,4000.45157,167.9445,1062.9185,3058.2003,1093.2445
1016,3833.19693,143.0652,1088.1095,3044.4713,1094.9296
1017,3606.81763,125.5108,1101.8385,3030.3812,1096.5132
1018,3561.93215,111.1369,1115.9286,3002.0234,1098.0419
1019,3467.57523,78.4122,1144.2864,2974.4858,1099.2273
1020,3112.27378,59.283,1171.824,2959.1789,1100.9418
1021,3103.78678,47.6595,1187.1309,2937.3687,1102.7366
1022,3102.37782,12.427,1208.9411,2918.2321,1104.3825
1023,3109.07635,0.7207,1228.0777,2890.7714,1106.1658
1024,3057.2981,409.208,836.7435,1849.2481,1107.4591
1025,3089.12,373.1621,847.4954,1822.6494,1108.7448
1026,3070.9586,355.0314,874.0941,1799.6623,1110.0881
1027,4084.934,353.414,897.0812,1782.9581,1111.8569
1028,4110.5869,316.7966,913.7854,1763.7901,1112.9912
1029,4092.8659,292.223,953.8587,1721.083,1115.7569
1030,4007.1217,299.0914,932.9534,1742.8848,1114.1533
1031,3954.4848,251.5217,975.6605,1703.1358,1116.8317
1032,3856.8478,228.107,993.6077,1688.0943,1118.5795
1033,3809.689,226.8441,1008.6492,1670.4896,1120.5365
1034,3841.42,191.6824,1026.2539,1653.3143,1122.2896
1035,3760.8571,165.5506,1043.4292,1633.0415,1123.6769
1036,3726.7227,160.5461,1063.702,1608.7138,1125.264
1037,3723.1739,130.5753,1088.0297,1584.5292,1127.062
1038,3651.3001,108.4724,1122.3108,1553.0602,1129.7477
1039,3545.4473,109.1327,1112.2143,1574.4327,1128.5473
1040,3555.7556,67.1629,1143.6833,1538.8294,1130.7557
1041,3563.4836,51.7033,1157.9141,1513.4383,1132.3977
1042,3461.7877,46.389,1183.3052,1490.5146,1133.6185
1043,3448.4823,3.6008,1206.2289,1469.3357,1135.1736
1044,3448.8421,408.591,861.3519,388.3698,1138.4478
1045,3427.2382,413.2567,841.2404,399.8885,1136.8247
1046,2995.4284,360.3101,872.8706,358.7853,1139.4871
1047,3865.5652,358.0986,902.4551,342.1754,1141.1215
1048,3424.7131,341.9417,919.065,324.2142,1142.2279
1049,3411.2932,296.4937,937.0262,309.6827,1144.0419
1050,3108.0193,294.7618,951.5577,284.7481,1145.7084
1051,3070.1961,270.343,976.4923,272.6332,1147.3457
1052,3092.4641,226.1268,1004.4878,237.5473,1151.2576
1053,3017.268,236.8297,988.6072,256.7526,1149.3148
1054,3038.1901,207.5517,1023.6931,208.3329,1152.5092
1055,3044.5288,173.3345,1052.9075,182.6246,1154.1118
1056,2784.3136,158.2143,1078.6158,159.6255,1155.7588
1057,2796.7319,138.0556,1101.6149,138.1503,1157.6248
1058,2324.3381,118.2146,1123.0901,109.6086,1159.5441
1059,2315.5265,96.523,1151.6318,94.4294,1160.6489
1060,1884.5392,70.707,1166.811,75.1558,1162.1766
1061,1785.9871,59.1447,1186.0846,63.9762,1164.0205
1062,1785.7873,22.9461,1197.2642,46.6012,1165.3495
1063,1709.029,11.1457,1214.6392,32.4366,1167.3441
1064,1655.7956,409.8666,3712.3623,2925.3966,0
1065,1666.0123,378.0003,3726.9657,2904.0125,1.9127
1066,1654.3607,368.3371,3748.3498,2890.123,3.6431
1067,2576.7003,335.5189,3762.2393,2877.3496,5.2468
1068,2584.244,308.998,3785.7117,2855.1743,9.1497
1069,2427.9235,310.5421,3775.0127,2866.6506,7.2456
1070,2430.155,280.8066,3797.188,2830.9754,10.3928
1071,2417.5394,245.1644,3821.3869,2808.5275,11.4816
1072,2416.5589,239.9372,3843.8348,2784.3849,13.2347
1073,2389.9082,221.4505,3867.9774,2768.1671,15.1406
1074,1964.1738,178.033,3900.5582,2722.052,18.3257
1075,1915.4704,183.9214,3884.1952,2751.8041,16.4908
1076,1836.3442,164.1553,3930.3103,2707.9748,19.4704
1077,1813.1194,116.7172,3962.3269,2679.9172,22.5212
1078,1738.5528,123.3149,3944.3875,2690.0354,20.6833
1079,1735.4496,99.0181,3972.4451,2651.1446,23.6103
1080,1667.5843,69.3562,4001.2177,2628.1825,25.3509
1081,1412.0512,52.9151,4024.1798,2604.1124,26.4136
1082,1421.2597,41.1337,4048.2499,2590.845,28.0792
1083,1350.7376,10.9282,4061.5173,2564.0246,29.3278
1084,1349.9766,408.4175,838.6314,1476.1673,30.612
1085,1242.8035,399.8195,862.4641,1458.9832,32.3178
1086,1268.8286,369.9689,879.6482,1438.3148,33.8184
1087,5154.8616,347.8052,900.3166,1415.1931,35.2926
1088,5123.6069,336.9896,923.4383,1402.6919,36.7406
1089,5020.9587,301.0129,935.9395,1372.9368,38.3457
1090,4781.7279,285.7997,965.6946,1356.1794,40.2483
1091,4789.1944,270.1663,982.452,1330.9964,41.798
1092,4728.0689,234.4294,1007.635,1302.8599,43.6197
1093,4707.1415,225.8922,1035.7715,1282.0533,45.4308
1094,4666.8205,213.8237,1056.5781,1254.5093,46.8234
1095,4642.2601,160.9107,1084.1221,1241.9885,47.9843
1096,4595.434,159.2659,1096.6429,1231.3282,49.9785
1097,4517.9178,145.279,1107.3032,1214.6858,51.7915
1098,4266.6214,108.9167,1123.9456,1201.6682,53.6804
1099,4251.2982,92.0105,1136.9632,1179.2263,54.6963
1100,4127.44,85.1772,1159.4051,1150.8285,56.5363
1101,4146.5581,51.0759,1187.8029,1127.9818,57.9445
1102,4148.2286,31.0121,1210.6496,1112.0799,59.1904
1103,3962.7459,25.558,1226.5515,1094.519,60.6676
1104,3794.5183,411.2043,833.1404,45.5815,62.0377
1105,3785.5556,382.7033,847.5589,25.8382,63.4275
1106,3636.3095,382.3533,867.3022,3238.1463,1080
1107,4622.5812,345.8126,894.9941,3218.4008,1081.629
1108,4522.0483,327.7178,914.7396,3203.3939,1083.3828
1109,4341.3078,317.6123,929.7465,3184.897,1084.4822
1110,4346.3599,275.121,948.2434,3166.9797,1086.2016
1111,4361.684,268.0407,966.1607,3146.8074,1088.1521
1112,4286.9984,261.708,986.333,3128.1074,1089.5266
1113,4097.675,204.4141,1042.6433,3070.3105,1093.6349
1114,4049.9797,215.9195,1005.033,3108.0599,1090.6661
1115,4023.2411,209.134,1025.0805,3090.4971,1092.6169
1116,4053.3693,149.6991,1082.1568,3026.919,1096.4559
1117,4011.6912,150.2017,1062.8299,3050.9836,1094.6614
1118,3957.0422,135.3279,1106.2214,3014.3311,1097.775
1119,3996.2943,87.2642,1118.8093,2991.6834,1099.6818
1120,3949.7578,78.7078,1141.457,2980.1913,1101.2938
1121,3812.1587,65.0393,1152.9491,2960.0835,1103.2509
1122,3824.039,29.931,1173.0569,2931.602,1105.1917
1123,3454.3168,8.0446,1201.5384,2913.1506,1106.4068
1124,3416.7415,2.1933,1219.9898,2891.2148,1108.3567
1125,3418.8051,381.6067,843.3319,1841.8175,1109.9627
1126,3331.8612,359.6783,873.303,1812.1131,1113.7266
1127,3330.0386,360.1398,861.5144,1830.0289,1111.8439
1128,4339.3082,325.8629,891.2188,1786.9013,1115.2796
1129,3875.8983,288.2937,937.3076,1746.4766,1118.385
1130,3830.116,302.1954,916.4306,1766.0243,1116.4116
1131,3808.2575,264.7525,956.8553,1724.7595,1119.609
1132,3759.6217,248.3354,978.5724,1707.6406,1121.0945
1133,3683.6621,225.2963,995.6913,1683.3707,1122.1541
1134,3705.7833,197.2447,1019.9612,1670.7948,1123.77
1135,3700.3339,184.6645,1032.5371,1659.7301,1125.6203
1136,3529.1704,154.0687,1043.6018,1635.4066,1127.278
1137,3489.8431,135.5231,1067.9253,1615.6131,1129.2401
1138,3500.3848,124.6566,1087.7188,1602.0743,1130.7699
1139,3404.1497,97.5579,1101.2576,1580.2733,1132.1705
1140,3370.7757,72.5512,1123.0586,1566.6621,1133.3401
1141,3345.2635,59.9839,1136.6698,1552.4189,1134.9543
1142,3322.0036,39.5848,1150.913,1536.6757,1136.6699
1143,3187.3809,10.3821,1166.6562,1524.5602,1137.9242
1144,3168.8929,415.8977,834.1668,390.7945,1139.4851
1145,3158.1493,404.9085,863.3723,380.6773,1141.1675
1146,3185.2373,366.8904,873.4895,367.0874,1142.255
1147,4091.1683,361.4545,887.0794,348.5286,1143.9018
1148,4012.3681,343.6432,905.6382,336.9393,1144.9808
1149,3859.5992,305.2401,917.2275,323.4622,1146.4777
1150,3851.3562,293.6692,930.7046,312.8374,1148.0025
1151,3843.1996,284.691,941.3294,292.7919,1149.8637
1152,3865.0818,240.7585,961.3749,276.5238,1151.1843
1153,3748.6692,234.6992,977.643,255.0086,1152.8892
1154,3713.8238,224.4916,999.1582,228.8849,1154.2111
1155,3718.6444,172.9734,1025.2819,214.352,1155.6269
1156,3682.7307,167.2166,1039.8148,198.4388,1157.4881
1157,3517.4575,166.2446,1055.728,171.4233,1159.3374
1158,3495.5958,112.6973,1082.7435,145.2718,1160.6095
1159,3371.9136,102.3208,1126.9568,112.8902,1163.7591
1160,3358.1235,109.6933,1108.895,127.21,1162.0313
1161,3387.7288,44.6835,1163.1749,80.9621,1166.8006
1162,3390.5125,47.9555,1141.2766,90.9919,1164.9308
1163,3357.9719,35.4028,1173.2047,60.1114,1168.3316
1164,3384.1551,411.1358,3738.4415,2914.3804,0
1165,3169.9901,405.1259,3764.0611,2887.3479,1.186
1166,3132.7147,399.3616,3791.0936,2859.1937,2.5514
1167,3947.1365,347.0852,3819.2478,2839.0691,3.6974
1168,3883.7793,338.3563,3839.3724,2821.8839,5.3777
1169,3725.2595,335.7183,3856.5576,2801.3772,7.1971
1170,3669.0489,280.387,3889.1587,2774.9093,10.6693
1171,3669.3934,283.3832,3877.0643,2789.2828,8.8531
1172,3645.475,279.2613,3903.5322,2755.2464,11.7683
1173,3518.8339,225.4871,3923.1951,2733.7032,12.935
1174,3468.0962,207.4157,3967.6576,2682.0631,16.1735
1175,3466.8431,216.2296,3944.7383,2710.7839,14.1844
1176,3503.1998,169.2089,3996.3784,2669.4911,17.7915
1177,3489.2981,150.2834,4008.9504,2657.2455,18.9492
1178,3445.3,145.5527,4021.196,2628.5652,20.7306
1179,3348.6523,101.9587,4049.8763,2602.4705,22.2703
1180,3363.9951,86.2383,4075.971,2583.5623,24.1102
1181,3143.6091,78.6468,4094.8792,2559.1977,25.7902
1182,3070.4453,36.6008,4119.2438,2532.2043,27.6155
1183,2952.3688,33.955,4146.2372,1488.3172,29.3675
1184,2949.6003,7.5575,5190.1243,1461.1291,30.3884
1185,2784.286,384.7069,898.5366,1424.2012,34.3219
1186,2751.9203,390.0811,875.2649,1437.8574,32.3476
1187,2746.5525,365.9675,912.1928,1403.4132,35.9918
1188,6676.6775,332.3451,932.9808,1379.0401,37.5122
1189,6661.47,324.284,957.3539,1352.7133,38.7516
1190,6488.9621,292.4884,983.6807,1329.4758,40.185
1191,6360.5311,260.7356,1030.4022,1277.8831,44.1481
1192,6343.2843,270.3348,1006.9182,1305.9918,42.1788
1193,6334.4764,229.6707,1058.5109,1260.0544,45.2105
1194,6151.3193,199.9538,1088.9165,1219.5712,48.7579
1195,6149.7829,202.5653,1076.3396,1247.4775,46.8148
1196,6029.6035,165.3994,1116.8228,1207.8515,50.0249
1197,6012.2828,142.5932,1128.5425,1180.1177,51.7179
1198,5956.841,134.5348,1156.2763,1156.9855,53.1157
1199,5960.3823,99.7317,1179.4085,1142.2667,54.8709
1200,5873.1999,81.4698,1194.1273,1121.8728,56.6387
1201,5771.178,76.4998,1214.5212,1095.5394,58.1252
1202,5695.1463,34.506,1240.8546,52.4271,59.3834
1203,5646.121,23.339,2283.9669,28.6973,61.1287
1204,5601.9342,18.6768,2307.6967,6.6998,62.3931
1205,5585.9858,398.7157,885.2348,3234.6256,1080
1206,5591.9046,388.4271,897.309,3219.2935,1081.1341
1207,5539.4893,375.4625,912.6411,3202.3744,1082.2306
1208,6525.8462,330.9708,929.5602,3181.4191,1083.8602
1209,6514.1837,320.1569,950.5155,3166.7075,1085.7198
1210,6434.1127,309.0208,965.2271,3144.9796,1087.5991
1211,6401.8217,273.5032,986.955,3120.2152,1089.4037
1212,6400.2503,254.0691,1011.7194,3091.5802,1090.6268
1213,6217.0195,242.254,1040.3544,3070.5978,1092.415
1214,6188.5311,212.9045,1061.3368,3050.1273,1094.2342
1215,6138.5891,193.7453,1081.8073,3034.5708,1095.6812
1216,6149.2368,185.9544,1097.3638,3005.8972,1097.1068
1217,6135.0229,152.0379,1126.0374,2990.9129,1098.2655
1218,6114.9309,129.3819,1141.0217,2974.2993,1099.7329
1219,5833.9823,116.8282,1157.6353,2961.9089,1101.4312
1220,5697.0885,89.9842,1170.0257,2941.227,1103.3392
1221,5614.5119,66.2605,1190.7076,2930.7771,1104.8922
1222,5489.1034,51.1792,1201.1575,2918.5629,1106.516
1223,5313.6436,28.7524,1213.3717,2891.0434,1108.2828
1224,5325.6262,0.6983,1240.8912,2880.2775,1109.7773
1225,5209.3513,411.9119,855.4452,1842.8969,1111.5397
1226,5165.112,392.2382,872.5483,1816.0327,1112.8833
1227,5138.6167,355.7439,928.1733,1764.9704,1115.7839
1228,6160.6609,357.8985,899.4125,1787.2719,1114.053
1229,5970.9138,330.8378,950.4748,1736.6852,1116.8483
1230,5985.6815,296.2851,978.76,1712.117,1118.3551
1231,5969.9803,294.2204,1003.3282,1694.4793,1119.8773
1232,5907.0024,264.1354,1020.9659,1669.0771,1121.393
1233,5900.6063,224.2928,1068.4048,1619.132,1125.1852
1234,5481.1408,236.1531,1046.3681,1647.0404,1123.2094
1235,5360.114,204.0822,1096.3132,1595.1823,1126.4456
1236,5280.6472,175.9761,1120.2629,1566.6693,1127.8498
1237,5271.2705,161.9361,1148.7759,1553.8436,1129.2639
1238,5261.758,143.1584,1161.6016,1528.4134,1130.8376
1239,5020.1947,115.4006,1187.0318,1501.959,1132.3092
1240,4968.766,92.7225,1213.4862,1481.3855,1133.7544
1241,4986.1644,83.5654,1234.0597,1465.279,1135.6651
1242,5002.6113,57.4567,1250.1662,1442.0898,1137.0332
1243,4892.1466,29.0441,1273.3554,407.739,1138.2856
1244,4812.2614,16.203,2307.7062,390.5558,1139.9438
1245,4739.4414,403.722,878.5615,377.6574,1141.7883
1246,4686.7251,390.8822,891.4599,361.2619,1143.784
1247,4697.2163,374.713,907.8554,332.0112,1145.0505
1248,5744.6509,349.5239,937.1061,302.8028,1146.5637
1249,5750.2024,339.2372,966.3145,276.2304,1147.6342
1250,5667.9439,314.3938,992.8869,254.1374,1148.6451
1251,5644.734,297.3001,1014.9799,241.8116,1150.0703
1252,5598.9118,275.7724,1027.3057,224.5426,1151.0901
1253,5541.4048,253.1895,1044.5747,195.512,1152.7353
1254,5482.9049,229.4853,1073.6053,176.7005,1154.2278
1255,5396.7004,217.324,1092.4168,150.3819,1156.0901
1256,5407.7991,199.3673,1118.7354,129.8415,1157.3756
1257,5423.3111,169.5455,1139.2758,111.3722,1158.434
1258,5252.6771,154.2087,1157.7451,87.2428,1159.8292
1259,5225.8736,135.7445,1181.8745,60.1399,1161.4526
1260,5238.2551,110.0317,1208.9774,46.8299,1163.1074
1261,5060.8976,94.5012,1222.2874,30.9191,1164.4694
1262,5046.8207,70.543,1238.1982,4.8364,1165.8464
1263,5050.1163,44.0043,1264.2809,2920.352,0
1264,4882.2438,21.4324,5188.7653,2892.6268,1.7853
1265,4700.1657,15.823,5216.4905,2879.9343,3.7754
1266,4650.3548,400.6676,3796.0515,2850.5732,4.8645
1267,4551.2966,383.1839,3825.4126,2833.6481,6.5017
1268,4498.6747,376.8993,3842.3377,2807.4783,7.7739
1269,5531.4428,344.2872,3868.5075,2781.3781,9.0924
1270,5523.6597,311.9386,3916.8326,2729.2705,12.2177
1271,5440.9405,312.8566,3894.6077,2759.1532,10.2552
1272,5470.7707,286.2023,3946.7153,2717.563,13.8975
1273,5371.8373,253.1632,3958.4228,2692.2291,15.1589
1274,5143.628,251.9756,3983.7567,2677.1457,16.5348
1275,5120.3227,231.4478,3998.8401,2664.6967,17.9318
1276,5115.2792,192.5287,4011.2891,2654.668,19.0223
1277,5012.6589,186.9531,4021.3178,2639.675,20.4719
1278,4895.1647,158.8615,4036.3108,2613.0047,22.2065
1279,4867.7789,130.8353,4062.9811,2601.0259,24.1909
1280,4743.1768,120.8359,4074.9599,2579.6869,25.7188
1281,4638.7208,98.1543,4096.2989,2551.419,27.5084
1282,4620.7926,58.7004,4124.5668,2532.6649,28.9636
1283,4549.6428,52.8873,4143.3209,2521.2724,30.9417
1284,4528.4719,37.5324,4154.7134,1475.6462,32.8091
1285,4531.8185,4.2418,5200.3396,1448.6187,34.2578
1286,4396.8364,413.4676,906.3131,1423.2966,35.3374
1287,4403.1703,402.7815,931.6352,1404.4534,36.6923
1288,4387.7177,362.0154,950.4784,1374.7088,37.7826
1289,8255.9349,356.2673,980.223,1363.7216,39.3475
1290,8214.4692,342.5355,991.2102,1336.5487,40.5548
1291,8198.144,288.7677,1042.8172,1282.3622,43.9662
1292,8177.5905,298.7519,1018.3831,1312.1146,41.9744
1293,8162.2872,280.0366,1072.5696,1259.2148,45.1921
1294,8187.6434,242.2116,1095.717,1231.3559,46.7753
1295,8094.6749,224.3132,1123.5759,1207.6815,47.9464
1296,8055.604,218.5,1147.2503,1180.741,49.6499
1297,8079.019,180.6456,1174.1908,1157.0521,51.1665
1298,8071.2506,164.8941,1197.8797,1145.1409,52.6853
1299,7797.1008,155.1583,1209.7909,1132.78,54.0402
1300,7698.74,116.5967,1222.1518,1111.7893,55.6777
1301,7615.789,96.4131,1243.1425,1082.2769,57.3579
1302,7578.7615,95.5407,1272.6549,50.987,59.2446
1303,7512.3328,51.9463,2303.9448,28.4145,60.6146
1304,7531.4237,32.185,2355.2178,3218.1035,1080
1305,7408.4592,39.0043,2326.5173,0,1531.3545
1306,7392.2322,411.233,927.3909,3207.1115,1081.6906
1307,7081.9656,386.7038,938.3829,3192.6448,1082.8615
1308,7057.3348,386.2061,952.8496,3170.9345,1084.3172
1309,7893.8994,352.4861,974.5599,3143.4756,1086.2977
1310,7827.7777,319.7385,1002.0188,3113.7164,1088.0807
1311,7695.466,314.0181,1031.778,3090.1537,1089.3868
1312,7471.5813,287.3749,1055.3407,3068.4796,1091.2146
1313,7314.1247,261.1993,1077.0148,3057.8643,1093.1935
1314,7198.2667,249.8472,1087.6301,3041.0451,1094.9328
1315,7182.1418,226.3647,1104.4493,3012.8437,1096.2244
1316,7101.2456,189.2731,1132.6507,2996.5362,1097.9117
1317,7075.4927,183.1679,1148.9582,2971.8246,1099.3898
1318,7074.8641,168.1138,1173.6698,2961.224,1101.3646
1319,7085.9832,128.9905,1184.2704,2934.3554,1103.18
1320,6737.5573,118.3302,1211.139,2909.6025,1104.4523
1321,6590.5672,108.5115,1235.8919,2895.5731,1105.8747
1322,6613.555,69.2823,1249.9213,2885.2155,1107.5993
1323,6539.073,61.0762,1260.2789,1845.1471,1108.9681
1324,6467.8397,40.3799,2300.3473,1819.4486,1110.3451
1325,6421.018,6.66,2353.8899,1774.9623,1113.4298
1326,6428.0616,9.7525,2326.0458,1791.6045,1111.5556
1327,6393.2998,396.629,939.0818,1758.5265,1115.0212
1328,6352.6334,372.1134,955.5176,1731.8383,1116.0282
1329,6206.667,359.7343,982.2058,1711.1117,1117.6908
1330,6941.7786,341.7497,1002.9324,1689.5494,1118.9242
1331,6957.5118,313.6652,1024.4947,1661.7756,1120.7504
1332,6949.7589,301.0848,1052.2685,1643.7141,1121.8456
1333,6854.3617,286.2475,1070.33,1627.7247,1123.1311
1334,6836.8471,253.0442,1086.3194,1612.9633,1124.4304
1335,6773.6691,236.7776,1101.0808,1590.2581,1125.5514
1336,6773.5609,219.802,1123.786,1570.2998,1127.0001
1337,6708.8405,196.6742,1143.7443,1555.8351,1128.6952
1338,6599.8506,177.4408,1158.209,1539.7761,1130.5001
1339,6574.3881,161.0688,1174.268,1526.1519,1131.6624
1340,6521.9869,133.8979,1187.8922,1510.3229,1133.0111
1341,6307.6016,109.3896,1203.7212,1494.5213,1134.3161
1342,6276.5067,100.0775,1219.5228,1483.8322,1135.9177
1343,6268.5505,70.4876,1230.2119,1467.1956,1137.7889
1344,6087.0108,45.501,1246.8485,1456.3104,1139.2656
1345,5968.3462,36.5041,1257.7337,411.8388,1140.9074
1346,5851.6563,15.8416,2302.2053,383.766,1142.5782
1347,5792.3826,396.7852,896.261,335.6606,1145.3164
1348,5800.6663,397.6629,867.0852,354.5902,1144.23
1349,5814.9316,374.2408,915.1906,317.994,1147.211
1350,6603.3856,334.9814,932.8572,307.9293,1148.5237
1351,6562.7898,334.6155,942.9219,292.9473,1150.0449
1352,6445.7663,307.7164,957.9039,266.9451,1151.6403
1353,6484.0709,272.0925,1001.1872,230.0555,1155.0097
1354,6412.574,282.5169,983.9061,249.664,1153.2013
1355,6425.8202,249.1273,1020.7957,218.9232,1156.6186
1356,6377.9937,227.439,1031.928,194.6426,1157.6362
1357,6173.0953,206.6222,1056.2086,181.4802,1158.9313
1358,6074.2629,179.9909,1069.371,155.7393,1160.0345
1359,6078.8197,168.4848,1095.1119,138.9303,1161.7923
1360,5874.4326,147.8783,1111.9209,124.2592,1163.7006
1361,5872.9493,122.6873,1126.592,94.4404,1165.0213
1362,5791.5155,103.2937,1156.4108,68.5601,1166.3271
1363,5704.6667,95.8401,1182.2911,40.0665,1167.5405
1364,5325.4273,69.013,1210.7847,18.5367,1169.2839
1365,5251.4856,40.0317,1232.3145,4.7656,1170.3005
1366,5249.0713,26.7838,1246.0856,2933.4274,0
1367,5103.6469,7.2316,5157.4238,2922.153,1.9058
1368,4747.2241,406.8995,3742.3937,2894.204,3.4398
1369,4703.5983,377.9151,3770.3427,2870.466,4.4791
1370,4709.3909,362.8479,3794.0807,2843.475,6.3788
1371,5555.4839,344.803,3821.0717,2822.5208,8.0783
1372,5550.4875,320.1577,3842.0259,2797.4725,9.6343
1373,5426.2517,301.7882,3867.0742,2786.6334,10.875
1374,5432.891,290.7984,3877.9133,2765.5841,12.3568
1375,5412.5541,258.0407,3898.9626,2748.9367,13.4209
1376,5412.4297,238.0188,3915.61,2735.2306,14.9783
1377,5364.1706,232.0231,3929.3161,2714.2246,16.642
1378,5281.6273,188.7856,3950.3221,2688.3624,17.95
1379,4999.6934,181.3918,3976.1843,2659.8108,19.862
1380,4890.1657,168.8078,4004.7359,2637.6391,21.0377
1381,4924.4126,128.6743,4026.9076,2620.8509,22.6673
1382,4913.133,123.361,4043.6958,2605.1565,24.0762
1383,4740.6023,106.7846,4059.3902,2594.5731,25.3342
1384,4715.9994,59.3069,4069.9736,2566.5809,26.8851
1385,4544.4084,57.0746,4097.9658,2545.8413,28.8005
1386,4505.3155,44.5366,4118.7054,2533.4276,30.598
1387,4346.9722,414.0759,863.2269,1469.7417,33.9099
1388,4253.7434,418.6021,850.6622,1487.4353,32.1644
1389,4117.6879,405.4625,880.9205,1442.1652,35.1971
1390,7853.9702,345.993,935.1697,1392.8383,40.1128
1391,7845.94,351.2984,908.497,1427.1396,36.5264
1392,7772.551,347.9233,923.5226,1415.4925,38.5112
1393,7669.2861,289.672,957.8239,1375.5473,41.3402
1394,7669.1952,288.0778,975.1149,1361.5538,42.8632
1395,7660.0773,282.4949,989.1084,1333.8914,44.2509
1396,7328.3435,220.7694,1057.7868,1276.5939,49.3773
1397,7204.9569,225.6541,1016.7708,1319.2851,45.8982
1398,7095.3547,222.4707,1031.3771,1292.8754,47.799
1399,7119.2133,156.502,1115.358,1215.7199,54.3448
1400,6806.1086,158.8154,1086.1544,1235.3042,52.688
1401,6757.1239,166.4814,1074.0683,1264.5078,50.7792
1402,6715.9182,99.36,1134.9423,1203.663,55.4183
1403,6697.7132,93.6697,1146.9992,1178.3611,57.2528
1404,6514.4458,93.5346,1172.3011,1167.2668,58.9939
1405,6565.005,44.8897,1183.3954,1138.5653,60.6078
1406,6494.3623,37.0264,1231.0886,1097.7193,62.8642
1407,6334.0439,40.6963,1212.0969,1119.5736,61.6877
1408,6237.0763,409.2881,848.6213,41.0667,63.8965
1409,5985.7627,396.7655,879.2553,4.269,66.6952
1410,5908.0546,401.9262,867.5546,29.366,65.022
1411,6959.9834,349.3493,904.3523,3215.892,1080
