Scenario,QueueTime
Current,2827.80366
Current,2754.47563
Current,2724.68224
Current,2398.73954
Current,2383.32467
Current,2341.7548
Current,2333.49162
Current,5908.39893
Current,5790.61751
Current,5708.95999
Current,5599.32522
Current,5431.36781
Current,5451.44366
Current,5466.87912
Current,5472.84022
Current,5300.87359
Current,5289.44703
Current,5215.61382
Current,5086.66762
Current,4861.25885
Current,4768.22841
Current,4745.51169
Current,4772.32839
Current,4698.63399
Current,4695.0084
Current,4730.6981
Current,4670.23045
Current,4249.25681
Current,5247.65299
Current,5246.19766
Current,4927.97055
Current,4908.05398
Current,4858.8174
Current,4652.96318
Current,4645.36697
Current,4663.4689
Current,4556.79276
Current,4432.01497
Current,4255.85525
Current,4125.23084
Current,4094.66694
Current,4092.62325
Current,4080.61206
Current,4004.65985
Current,4014.8677
Current,3999.61244
Current,3973.41958
Current,3838.1153
Current,4847.45964
Current,4802.1514
Current,4689.94532
Current,4705.49371
Current,4638.15073
Current,4535.61858
Current,4572.85763
Current,4381.43145
Current,4348.34956
Current,4282.5881
Current,4273.53344
Current,4234.38665
Current,4237.43535
Current,4103.29679
Current,4064.11267
Current,4041.68743
Current,3982.01711
Current,3860.74095
Current,3904.16368
Current,3734.86261
Current,3699.7022
Current,4667.17795
Current,4597.84623
Current,4610.57895
Current,4594.86109
Current,4378.13522
Current,4371.76414
Current,4329.54935
Current,4331.97653
Current,4311.40495
Current,4124.35672
Current,3924.04115
Current,3923.37668
Current,3931.96024
Current,3813.8781
Current,3703.62267
Current,3614.98934
Current,3448.77535
Current,3373.95831
Current,3195.26347
Current,3147.7713
Current,4174.93083
Current,4044.15876
Current,3813.23265
Current,3814.86331
Current,3729.57454
Current,3520.50984
Current,3520.36861
Current,3399.46209
Current,2799.69798
Current,2786.74473
Current,2771.37771
Current,2696.69419
Current,2596.6207
Current,2521.75317
Current,2416.57016
Current,2442.44887
Current,2446.05062
Current,2432.53023
Current,2413.03402
Current,2307.36099
Current,6212.78906
Current,6212.58565
Current,6232.22057
Current,6258.66205
Current,6094.45036
Current,6047.40089
Current,5903.5056
Current,5856.64987
Current,5835.74112
Current,5797.60563
Current,5724.81551
Current,5683.9667
Current,5729.29074
Current,5682.48184
Current,5678.52828
Current,5582.39348
Current,5492.60255
Current,5413.52377
Current,5398.82189
Current,5401.40405
Current,5133.7603
Current,5834.17221
Current,5841.69964
Current,5707.45039
Current,5604.22614
Current,5594.7521
Current,5509.95401
Current,5346.47632
Current,5303.65144
Current,5206.3794
Current,5162.44634
Current,5119.23343
Current,5107.83548
Current,4896.7581
Current,4668.26189
Current,4229.60042
Current,4219.33679
Current,4121.93639
Current,4060.60694
Current,3725.01915
Current,3714.29458
Current,4552.25742
Current,4483.48787
Current,4428.14143
Current,4459.3018
Current,4431.6294
Current,4269.9269
Current,4110.79912
Current,4108.35487
Current,4046.76121
Current,4059.19971
Current,4014.17618
Current,4002.42912
Current,3960.15271
Current,3917.2093
Current,3924.55378
Current,3632.74311
Current,3631.00096
Current,3610.6604
Current,3384.8691
Current,3377.47549
Current,3217.63828
Current,4247.67556
Current,4153.77407
Current,4128.759
Current,4120.27422
Current,4131.77753
Current,4036.83049
Current,3971.89125
Current,3861.47653
Current,3825.72161
Current,3391.47971
Current,3352.63731
Current,3305.6055
Current,3230.18139
Current,3229.9786
Current,3091.0474
Current,3066.13223
Current,2888.55049
Current,2906.66356
Current,2875.30238
Current,2878.61585
Current,3760.58463
Current,3767.48294
Current,3739.94957
Current,3716.85694
Current,3710.27483
Current,3658.81215
Current,3640.03521
Current,3543.73
Current,3486.56356
Current,3498.33513
Current,3354.1773
Current,3145.06776
Current,3168.41099
Current,3163.61471
Current,3163.76087
Current,3162.36814
Current,2959.75443
Current,2902.73109
Current,2834.46566
Current,2797.79493
Current,2668.352
Current,6500.49548
Current,6372.28707
Current,6083.14045
Current,5864.0984
Current,5833.81786
Current,5819.13409
Current,5787.91768
Current,5743.68537
Current,5617.59991
Current,5632.49344
Current,5425.40379
Current,5379.13119
Current,5243.95021
Current,5114.10682
Current,5082.7618
Current,4685.78219
Current,4510.90535
Current,4207.92885
Current,4257.0215
Current,4225.87881
Current,4165.43968
Current,5112.82415
Current,4682.53173
Current,4620.16345
Current,4537.73087
Current,4477.72391
Current,4431.76163
Current,4354.91473
Current,4237.47698
Current,4126.59857
Current,3956.22549
Current,3677.01723
Current,3509.97282
Current,3480.11244
Current,3444.12432
Current,3442.50148
Current,3476.37066
Current,3440.00553
Current,3331.18405
Current,4343.40553
Current,4318.79926
Current,4257.54187
Current,4246.59296
Current,3970.88078
Current,3910.3725
Current,3809.50512
Current,3782.49755
Current,3610.55576
Current,3633.783
Current,3655.91169
Current,3652.58837
Current,3663.37759
Current,3646.38463
Current,3624.82116
Current,3625.75905
Current,3608.73891
Current,3389.79643
Current,3217.98514
Current,3242.31732
Current,3146.88603
Current,3123.50285
Current,4138.76134
Current,3995.21438
Current,3872.73659
Current,3786.10822
Current,3800.73713
Current,3718.01338
Current,3477.85915
Current,3474.58188
Current,3397.08969
Current,3343.63955
Current,3328.7687
Current,3297.01996
Current,3285.68379
Current,3230.73849
Current,3220.01637
Current,3226.76608
Current,3245.1539
Current,3230.06056
Current,3237.59308
Current,3157.58455
Current,4183.49536
Current,4215.78181
